,name,categories,type,unit,database,"REO solvent extraction, Hi-
tech_1 | NdO from solvent
extraction, primary, Hi-tech |
| REM_replicated_2_2","REO solvent extraction,
baseline_1 | NdO from solvent
extraction, baseline |  |
REM_replicated_2_2","REO solvent extraction, Low-
tech_1 | NdO from solvent
extraction, Low-tech |  |
REM_replicated_2_2","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM_replicated_2_2","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  |
REM_replicated_2_2","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  |
REM_replicated_2_2","REO solvent extraction, Hi-
tech_1 | NdO from solvent
extraction, primary, Hi-tech |
| REM2_2","REO solvent extraction,
baseline_1 | NdO from solvent
extraction, baseline |  |
REM2_2","REO solvent extraction, Low-
tech_1 | NdO from solvent
extraction, Low-tech |  |
REM2_2","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM2_2","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM2_2","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM2_2","REO solvent extraction, Hi-
tech_1 | NdO from solvent
extraction, primary, Hi-tech |
| REM_unlinked_2_2","REO solvent extraction,
baseline_1 | NdO from solvent
extraction, baseline |  |
REM_unlinked_2_2","REO solvent extraction, Low-
tech_1 | NdO from solvent
extraction, Low-tech |  |
REM_unlinked_2_2","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM_unlinked_2_2","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  |
REM_unlinked_2_2","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  |
REM_unlinked_2_2"
1308,"Heat, waste","('water', 'ocean')",emission,megajoule,biosphere3,0.00038345367200712244,0.0004000901978546719,0.0004227673781777025,0.0002837202188352479,0.0007600727731025925,0.0004507332191021952,0.00038345367200712244,0.0004000901978546719,0.0004227673781777025,0.00032222672431977517,0.0007600727731025925,0.0004507332191021955,0.0003834536720071224,0.00040009019785467196,0.0004227673781777025,0.00032222672431977517,0.0007600727731025927,0.00045073321910219584
1309,"Heat, waste","('water', 'surface water')",emission,megajoule,biosphere3,5.964789738840009,6.38351665370208,6.97542614481297,2.8082665188682165,7.98291677271964,7.735752506419003,5.964789738840009,6.38351665370208,6.97542614481297,3.178353746648627,7.98291677271964,7.735752506419003,5.964789738840011,6.38351665370208,6.975426144812969,3.178353746648627,7.98291677271964,7.735752506419002
1310,"Heat, waste","('water',)",emission,megajoule,biosphere3,0.8849992097261438,0.9159507865406258,0.9573733444472062,0.0001633146521962125,0.002561291677687187,13.405872473985381,0.8849992097261438,0.9159507865406258,0.9573733444472062,0.0006631972582874599,0.002561291677687187,13.405872473985383,0.8849992097261438,0.9159507865406257,0.9573733444472062,0.0006631972582874599,0.002561291677687201,13.405872473985385
1311,Hexane,"('water', 'surface water')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1312,"Hydrocarbons, aliphatic, alkanes, unspecified","('water', 'ocean')",emission,kilogram,biosphere3,8.852402546751154e-06,9.839519845260868e-06,1.126588211474875e-05,1.4808903227924366e-07,2.5242144893448236e-06,9.624986097243487e-06,8.852402546751154e-06,9.839519845260868e-06,1.126588211474875e-05,4.0505156173328356e-07,2.5242144893448236e-06,9.624986097243489e-06,8.852402546751154e-06,9.839519845260866e-06,1.126588211474875e-05,4.0505156173328356e-07,2.5242144893448223e-06,9.624986097243484e-06
1313,"Hydrocarbons, aliphatic, alkanes, unspecified","('water', 'surface water')",emission,kilogram,biosphere3,1.769541087363004e-05,1.9653419684194606e-05,2.2481783189609378e-05,3.7278665482449105e-07,5.13868204098117e-06,1.931389823509885e-05,1.769541087363004e-05,1.9653419684194606e-05,2.2481783189609378e-05,8.791739878217961e-07,5.13868204098117e-06,1.931389823509885e-05,1.7695410873630043e-05,1.9653419684194606e-05,2.248178318960937e-05,8.791739878217961e-07,5.138682040981166e-06,1.9313898235098836e-05
1314,"Hydrocarbons, aliphatic, unsaturated","('water', 'ocean')",emission,kilogram,biosphere3,8.171448885734905e-07,9.082634126849415e-07,1.0399276283158669e-06,1.3669757462636897e-08,2.3300442526390115e-07,8.884602965581454e-07,8.171448885734905e-07,9.082634126849415e-07,1.0399276283158669e-06,3.738937667074516e-08,2.3300442526390115e-07,8.884602965581455e-07,8.171448885734905e-07,9.082634126849413e-07,1.0399276283158669e-06,3.738937667074516e-08,2.3300442526390105e-07,8.88460296558145e-07
1315,"Hydrocarbons, aliphatic, unsaturated","('water', 'surface water')",emission,kilogram,biosphere3,1.6340164610386823e-06,1.8147814363429865e-06,2.0758959019005766e-06,3.4411507798760595e-08,4.74343038018613e-07,1.7833801115300795e-06,1.6340164610386823e-06,1.8147814363429865e-06,2.0758959019005766e-06,8.115632216807607e-08,4.74343038018613e-07,1.7833801115300795e-06,1.6340164610386828e-06,1.8147814363429865e-06,2.075895901900576e-06,8.115632216807607e-08,4.743430380186127e-07,1.7833801115300784e-06
1316,"Hydrocarbons, aliphatic, unsaturated","('water',)",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317,"Hydrocarbons, aromatic","('water', 'ocean')",emission,kilogram,biosphere3,3.777132918839694e-05,4.1963345219212745e-05,4.801917501172265e-05,1.0126016500267534e-06,1.1587006708208661e-05,4.10706287412303e-05,3.777132918839694e-05,4.1963345219212745e-05,4.801917501172265e-05,2.1140861688406828e-06,1.1587006708208661e-05,4.107062874123031e-05,3.777132918839694e-05,4.196334521921274e-05,4.801917501172265e-05,2.1140861688406828e-06,1.1587006708208654e-05,4.107062874123029e-05
1318,"Hydrocarbons, aromatic","('water', 'surface water')",emission,kilogram,biosphere3,7.159780586474428e-05,7.951274806669063e-05,9.09454686736561e-05,1.509143414735206e-06,2.0790222971736753e-05,7.813681286441945e-05,7.159780586474428e-05,7.951274806669063e-05,9.09454686736561e-05,3.5551427090854104e-06,2.0790222971736753e-05,7.813681286441945e-05,7.159780586474429e-05,7.951274806669063e-05,9.094546867365607e-05,3.5551427090854104e-06,2.079022297173674e-05,7.81368128644194e-05
1319,"Hydrocarbons, unspecified","('water', 'ocean')",emission,kilogram,biosphere3,1.57687449564688e-05,1.7408391524450413e-05,1.9766482295163794e-05,5.24246546764488e-06,1.522588954742613e-05,1.7441284409653646e-05,1.57687449564688e-05,1.7408391524450413e-05,1.9766482295163794e-05,5.8331048538997445e-06,1.522588954742613e-05,1.7441284409653646e-05,1.57687449564688e-05,1.7408391524450413e-05,1.9766482295163794e-05,5.8331048538997445e-06,1.522588954742613e-05,1.744128440965364e-05
1320,"Hydrocarbons, unspecified","('water', 'surface water')",emission,kilogram,biosphere3,1.9675808952709e-06,4.763835294746236e-06,8.256391591006536e-06,1.5976619587178846e-07,1.26411633670716e-06,4.8641908553570755e-06,1.9675808952709e-06,4.763835294746236e-06,8.256391591006536e-06,3.2762925195721527e-07,1.26411633670716e-06,4.864190855357077e-06,1.967580895270898e-06,4.76383529474624e-06,8.256391591006536e-06,3.2762925195721527e-07,1.2641163367071601e-06,4.8641908553570755e-06
1321,"Hydrocarbons, unspecified","('water',)",emission,kilogram,biosphere3,2.6069020894944257e-07,2.7791369094339514e-07,3.021394084763902e-07,1.453636788242295e-08,9.876485072717173e-08,3.1481300643485687e-07,2.6069020894944257e-07,2.7791369094339514e-07,3.021394084763902e-07,2.9253883059694393e-08,9.876485072717173e-08,3.14813006434857e-07,2.6069020894944257e-07,2.7791369094339504e-07,3.021394084763902e-07,2.9253883059694393e-08,9.876485072717179e-08,3.148130064348569e-07
1322,Hydrogen peroxide,"('water', 'surface water')",emission,kilogram,biosphere3,9.418607235538177e-08,9.878851790235187e-08,1.0501885313481746e-07,9.443729771991211e-10,3.388552775101216e-08,9.634230804568613e-08,9.418607235538177e-08,9.878851790235187e-08,1.0501885313481746e-07,3.994171374806534e-09,3.388552775101216e-08,9.634230804568615e-08,9.418607235538176e-08,9.878851790235186e-08,1.0501885313481746e-07,3.994171374806534e-09,3.388552775101215e-08,9.63423080456861e-08
1323,Hydrogen sulfide,"('water', 'ground-, long-term')",emission,kilogram,biosphere3,4.80030167828729e-06,5.061628093725631e-06,5.4227948696364655e-06,1.2655445416268553e-06,4.2373536858106435e-06,7.695291539342597e-06,4.80030167828729e-06,5.061628093725631e-06,5.4227948696364655e-06,1.4005608509192597e-06,4.2373536858106435e-06,7.695291539342597e-06,4.800301678287289e-06,5.06162809372563e-06,5.4227948696364655e-06,1.4005608509192597e-06,4.2373536858106435e-06,7.695291539342596e-06
1324,Hydrogen sulfide,"('water', 'surface water')",emission,kilogram,biosphere3,1.0843960976521925e-07,1.1459490758453603e-07,1.231759702675641e-07,2.035163155149494e-08,8.273382019326114e-08,1.4422329254553814e-07,1.0843960976521925e-07,1.1459490758453603e-07,1.231759702675641e-07,2.7051975167214685e-08,8.273382019326114e-08,1.4422329254553817e-07,1.0843960976521925e-07,1.1459490758453602e-07,1.231759702675641e-07,2.7051975167214685e-08,8.273382019326114e-08,1.4422329254553812e-07
1325,"Hydrogen-3, Tritium","('water', 'ocean')",emission,kilo Becquerel,biosphere3,23.042451049232383,24.04692401491004,25.41893107973942,17.780526002604812,47.41762328918205,27.72141867165496,23.042451049232383,24.04692401491004,25.41893107973942,20.26200305081534,47.41762328918205,27.72141867165497,23.042451049232383,24.04692401491004,25.41893107973942,20.26200305081534,47.41762328918206,27.721418671654984
1326,"Hydrogen-3, Tritium","('water', 'surface water')",emission,kilo Becquerel,biosphere3,2.4676097667341836,2.575299611724313,2.7224016810282405,2.0719908450476967,5.440296874981254,2.941957943472682,2.4676097667341836,2.575299611724313,2.7224016810282405,2.339321023795614,5.440296874981254,2.941957943472684,2.4676097667341836,2.575299611724313,2.7224016810282405,2.339321023795614,5.4402968749812555,2.941957943472685
1327,Hydroxide,"('water', 'surface water')",emission,kilogram,biosphere3,2.9162650073889266e-07,3.035884265509748e-07,3.1957876435481874e-07,8.690804409823524e-10,9.911260785119782e-08,2.8478764152704917e-07,2.9162650073889266e-07,3.035884265509748e-07,3.1957876435481874e-07,3.753928354481807e-09,9.911260785119782e-08,2.8478764152704917e-07,2.9162650073889266e-07,3.035884265509748e-07,3.1957876435481874e-07,3.753928354481807e-09,9.911260785119778e-08,2.8478764152704906e-07
1328,Hypochlorite,"('water', 'ocean')",emission,kilogram,biosphere3,7.924599229489438e-07,8.259512400219054e-07,8.71667459497845e-07,2.991554288567209e-07,9.196897939436244e-07,2.354680777123998e-06,7.924599229489438e-07,8.259512400219054e-07,8.71667459497845e-07,3.7225591340246805e-07,9.196897939436244e-07,2.3546807771239986e-06,7.924599229489438e-07,8.259512400219054e-07,8.71667459497845e-07,3.7225591340246805e-07,9.196897939436244e-07,2.3546807771239986e-06
1329,Hypochlorite,"('water', 'surface water')",emission,kilogram,biosphere3,7.494208013547373e-07,7.811239488214084e-07,8.243978937912601e-07,2.7047276546223587e-07,8.453959948655354e-07,2.1490480358553194e-06,7.494208013547373e-07,7.811239488214084e-07,8.243978937912601e-07,3.400164283257861e-07,8.453959948655354e-07,2.1490480358553203e-06,7.494208013547373e-07,7.811239488214084e-07,8.243978937912601e-07,3.400164283257861e-07,8.453959948655353e-07,2.14904803585532e-06
1330,Iodide,"('water', 'ground-')",emission,kilogram,biosphere3,7.192719791464607e-08,7.506514114956709e-08,7.935126700845529e-08,3.0525348058116493e-09,3.5309316362475074e-08,8.214715888033755e-08,7.192719791464607e-08,7.506514114956709e-08,7.935126700845529e-08,1.0573157470809493e-08,3.5309316362475074e-08,8.214715888033755e-08,7.192719791464607e-08,7.506514114956709e-08,7.935126700845529e-08,1.0573157470809493e-08,3.530931636247507e-08,8.214715888033753e-08
1331,Iodide,"('water', 'ground-, long-term')",emission,kilogram,biosphere3,1.1101480963402884e-11,1.1592836862712244e-11,1.225877850205508e-11,1.572527851663904e-12,6.250965446663686e-12,1.1376812294208898e-11,1.1101480963402884e-11,1.1592836862712244e-11,1.225877850205508e-11,1.7780980134365112e-12,6.250965446663686e-12,1.1376812294208898e-11,1.1101480963402883e-11,1.1592836862712242e-11,1.2258778502055076e-11,1.7780980134365112e-12,6.250965446663684e-12,1.1376812294208894e-11
1332,Iodide,"('water', 'ocean')",emission,kilogram,biosphere3,6.809540325302746e-06,7.568861313531834e-06,8.666063043939525e-06,1.1391463861841559e-07,1.9417034261633866e-06,7.403835355819117e-06,6.809540325302746e-06,7.568861313531834e-06,8.666063043939525e-06,3.115781200406213e-07,1.9417034261633866e-06,7.403835355819119e-06,6.809540325302746e-06,7.568861313531833e-06,8.666063043939525e-06,3.115781200406213e-07,1.941703426163386e-06,7.4038353558191145e-06
1333,Iodide,"('water', 'surface water')",emission,kilogram,biosphere3,1.8064688542030624e-05,1.9583810349000642e-05,2.1777101235364413e-05,3.312459328889057e-07,6.117587088250857e-06,2.1441827567869325e-05,1.8064688542030624e-05,1.9583810349000642e-05,2.1777101235364413e-05,7.31471801043521e-07,6.117587088250857e-06,2.1441827567869325e-05,1.8064688542030627e-05,1.9583810349000642e-05,2.1777101235364413e-05,7.31471801043521e-07,6.117587088250853e-06,2.1441827567869315e-05
1334,Iodine-131,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,3.0351629627571033e-06,3.1674303144823014e-06,3.3480908620980693e-06,2.8351546724663826e-06,7.284692038966253e-06,3.6792045911171892e-06,3.0351629627571033e-06,3.1674303144823014e-06,3.3480908620980693e-06,3.1870555407393454e-06,7.284692038966253e-06,3.6792045911171956e-06,3.0351629627571033e-06,3.1674303144823014e-06,3.3480908620980693e-06,3.1870555407393454e-06,7.284692038966259e-06,3.679204591117201e-06
1335,Iodine-133,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,1.2526481151754127e-07,1.3059036456942886e-07,1.3785311272163127e-07,9.396435809231139e-09,6.321148150312237e-08,1.549284932320724e-07,1.2526481151754127e-07,1.3059036456942886e-07,1.3785311272163127e-07,2.8599760057471395e-08,6.321148150312237e-08,1.549284932320736e-07,1.252648115175413e-07,1.3059036456942886e-07,1.3785311272163125e-07,2.8599760057471395e-08,6.321148150312351e-08,1.5492849323207468e-07
1336,"Iron, ion","('water', 'ground-, long-term')",emission,kilogram,biosphere3,0.00927872901805334,0.009690929124769643,0.010251411063208137,0.004363467645840151,0.028164096305081945,0.033126656590784544,0.00927872901805334,0.009690929124769643,0.010251411063208137,0.022453427695305145,0.028164096305081945,0.033126656590784544,0.00927872901805334,0.009690929124769642,0.010251411063208137,0.022453427695305145,0.02816409630508195,0.03312665659078454
1337,"Iron, ion","('water', 'ocean')",emission,kilogram,biosphere3,3.764440261991202e-06,4.175562264738532e-06,4.769112551292661e-06,6.843552954989445e-08,1.0851389926599306e-06,4.080444960883691e-06,3.764440261991202e-06,4.175562264738532e-06,4.769112551292661e-06,1.7582623461026601e-07,1.0851389926599306e-06,4.080444960883692e-06,3.764440261991202e-06,4.175562264738531e-06,4.769112551292661e-06,1.7582623461026601e-07,1.0851389926599301e-06,4.08044496088369e-06
1338,"Iron, ion","('water', 'surface water')",emission,kilogram,biosphere3,5.704035890864023e-05,6.029905882658577e-05,6.484543398638377e-05,6.26644562811813e-06,3.507329319343878e-05,6.66700640239478e-05,5.704035890864023e-05,6.029905882658577e-05,6.484543398638377e-05,1.3614790111203698e-05,3.507329319343878e-05,6.66700640239478e-05,5.7040358908640136e-05,6.029905882658571e-05,6.484543398638377e-05,1.3614790111203698e-05,3.5073293193438774e-05,6.667006402394771e-05
1339,"Iron, ion","('water',)",emission,kilogram,biosphere3,6.583985614057237e-05,6.922519830650134e-05,7.388094910165556e-05,8.605993054989645e-07,6.1738395589294795e-06,6.573979957938571e-05,6.583985614057237e-05,6.922519830650134e-05,7.388094910165556e-05,1.8315794331242498e-06,6.1738395589294795e-06,6.573979957938571e-05,6.583985614057234e-05,6.922519830650134e-05,7.388094910165556e-05,1.8315794331242498e-06,6.173839558929483e-06,6.57397995793857e-05
1340,Iron-59,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,3.443797426857254e-08,3.5902082639218766e-08,3.7898767351684244e-08,2.583281070540247e-09,1.7378187493253178e-08,4.259315448192781e-08,3.443797426857254e-08,3.5902082639218766e-08,3.7898767351684244e-08,7.862685414498092e-09,1.7378187493253178e-08,4.2593154481928136e-08,3.443797426857255e-08,3.5902082639218766e-08,3.789876735168424e-08,7.862685414498092e-09,1.7378187493253492e-08,4.2593154481928434e-08
1341,Isopropylamine,"('water', 'surface water')",emission,kilogram,biosphere3,3.6512236764431367e-11,3.817618689649374e-11,4.0436832744078796e-11,9.143946283694708e-14,6.2791035173448645e-12,4.168296590550354e-11,3.6512236764431367e-11,3.817618689649374e-11,4.0436832744078796e-11,4.1290172354131624e-13,6.2791035173448645e-12,4.168296590550351e-11,3.651223676443136e-11,3.817618689649375e-11,4.0436832744078796e-11,4.1290172354131624e-13,6.2791035173448645e-12,4.16829659055035e-11
1342,Lactic acid,"('water', 'surface water')",emission,kilogram,biosphere3,7.280249679807704e-10,7.60005936646335e-10,8.033148985084881e-10,6.220170604089066e-13,5.384308870534418e-12,6.866903400866456e-10,7.280249679807704e-10,7.60005936646335e-10,8.033148985084881e-10,3.4339213425628025e-12,5.384308870534418e-12,6.866903400866456e-10,7.280249679807726e-10,7.60005936646336e-10,8.033148985084881e-10,3.4339213425628025e-12,5.384308870534434e-12,6.866903400866439e-10
1343,Lanthanum-140,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,2.1252325148164738e-07,2.2155854108255578e-07,2.3388045999045153e-07,1.5941915790871974e-08,1.0724408039753195e-07,2.628504102001817e-07,2.1252325148164738e-07,2.2155854108255578e-07,2.3388045999045153e-07,4.852211787892041e-08,1.0724408039753195e-07,2.628504102001836e-07,2.125232514816474e-07,2.2155854108255578e-07,2.338804599904515e-07,4.852211787892041e-08,1.0724408039753389e-07,2.628504102001855e-07
1344,Lead,"('water', 'ground-')",emission,kilogram,biosphere3,1.7017209954847893e-08,1.7777105203693945e-08,1.880637824847074e-08,7.942348993311669e-09,7.500618581026649e-08,8.397339329898592e-08,1.7017209954847893e-08,1.7777105203693945e-08,1.880637824847074e-08,6.580624764297422e-08,7.500618581026649e-08,8.397339329898592e-08,1.7017209954847887e-08,1.777710520369395e-08,1.880637824847074e-08,6.580624764297422e-08,7.500618581026649e-08,8.397339329898589e-08
1345,Lead,"('water', 'ground-, long-term')",emission,kilogram,biosphere3,1.582851530311031e-05,1.6616990926721183e-05,1.7685595513446102e-05,6.644940646465012e-06,5.099165047515113e-05,5.693504793073101e-05,1.582851530311031e-05,1.6616990926721183e-05,1.7685595513446102e-05,4.174201932361781e-05,5.099165047515113e-05,5.693504793073101e-05,1.5828515303110307e-05,1.6616990926721183e-05,1.7685595513446102e-05,4.174201932361781e-05,5.099165047515113e-05,5.6935047930731e-05
1346,Lead,"('water', 'ocean')",emission,kilogram,biosphere3,5.789902447422447e-07,6.388866321071858e-07,7.250437173887707e-07,3.1278566579476077e-08,2.0683072544308737e-07,6.26084245311612e-07,5.789902447422447e-07,6.388866321071858e-07,7.250437173887707e-07,4.767525782387205e-08,2.0683072544308737e-07,6.26084245311612e-07,5.789902447422446e-07,6.388866321071857e-07,7.250437173887707e-07,4.767525782387205e-08,2.0683072544308732e-07,6.260842453116116e-07
1347,Lead,"('water', 'surface water')",emission,kilogram,biosphere3,7.83705669685313e-06,8.138298647480981e-06,8.547891626278187e-06,4.384157066821798e-07,5.387220759563707e-06,7.664586585174705e-06,7.83705669685313e-06,8.138298647480981e-06,8.547891626278187e-06,5.607748594771525e-07,5.387220759563707e-06,7.664586585174705e-06,7.83705669685313e-06,8.138298647480983e-06,8.54789162627819e-06,5.607748594771525e-07,5.387220759563704e-06,7.664586585174698e-06
1348,Lead,"('water',)",emission,kilogram,biosphere3,3.2682413163822573e-06,3.408252857403751e-06,3.5974767721158706e-06,3.6986885858885198e-09,1.0842130509192378e-07,3.1713305519102512e-06,3.2682413163822573e-06,3.408252857403751e-06,3.5974767721158706e-06,8.602666114751278e-09,1.0842130509192381e-07,3.1713305519102512e-06,3.2682413163822565e-06,3.4082528574037506e-06,3.5974767721158714e-06,8.602666114751278e-09,1.0842130509192378e-07,3.1713305519102504e-06
1349,Lead-210,"('water', 'ground-')",emission,kilo Becquerel,biosphere3,1.880685012705559e-07,2.0187527451626612e-07,2.213574905544617e-07,1.2618060248172306e-07,3.7614258375687056e-07,5.070500347192473e-07,1.880685012705559e-07,2.0187527451626612e-07,2.213574905544617e-07,3.2227942568134015e-07,3.7614258375687056e-07,5.070500347192473e-07,1.880685012705559e-07,2.0187527451626612e-07,2.213574905544617e-07,3.2227942568134015e-07,3.7614258375687056e-07,5.070500347192473e-07
1350,Lead-210,"('water', 'ocean')",emission,kilo Becquerel,biosphere3,0.0008442681046586492,0.0008870533574580798,0.0009458171023385779,0.00014837283779957111,0.00044305961861922945,0.0011797282203013643,0.0008442681046586492,0.0008870533574580798,0.0009458171023385779,0.0003790055342235996,0.00044305961861922945,0.0011797282203013643,0.0008442681046586507,0.0008870533574580806,0.0009458171023385779,0.0003790055342235996,0.00044305961861922945,0.0011797282203013628
